dataset,series,method,seed,score_file,label_offset,points,anomaly_ratio,ap,auc,best_f1,best_precision,best_recall,f1_q95,f1_q97,f1_q99,f1_q995,f1_mad3,precision_q99,recall_q99,precision_mad3,recall_mad3,event_f1_q95,event_f1_q97,event_f1_q99,event_f1_q995,event_f1_mad3,easytsad_event_f1_log,easytsad_event_precision_log,easytsad_event_recall_log,easytsad_event_threshold_log,easytsad_point_f1_pa,easytsad_point_precision_pa,easytsad_point_recall_pa,easytsad_point_threshold_pa
Yahoo,A4Benchmark-TS64,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS64.npy,16,824,0.003641,0.555556,0.997970,0.666667,0.666667,0.666667,0.133333,0.214286,0.500000,0.500000,0.075949,0.333333,1.000000,0.039474,1.000000,0.153846,0.260870,0.666667,0.571429,0.107143,0.666667,0.500000,1.000000,0.029161,0.666667,0.500000,1.000000,0.029161
Yahoo,A4Benchmark-TS65,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS65.npy,16,824,0.010922,0.630099,0.996592,0.782609,0.642857,1.000000,0.352941,0.529412,0.666667,0.428571,0.163636,0.666667,0.666667,0.089109,1.000000,0.450000,0.720000,0.750000,0.461538,0.214286,0.782609,0.642857,1.000000,0.123049,0.782609,0.642857,1.000000,0.123049
Yahoo,A4Benchmark-TS66,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS66.npy,16,824,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,A4Benchmark-TS67,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS67.npy,16,824,0.008495,0.685798,0.996678,0.700000,0.538462,1.000000,0.285714,0.437500,0.500000,0.666667,0.095890,0.444444,0.571429,0.050360,1.000000,0.521739,0.631579,0.666667,0.666667,0.136364,0.700000,0.538462,1.000000,0.060904,0.700000,0.538462,1.000000,0.060904
Yahoo,A4Benchmark-TS68,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS68.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.019608,0.111111,1.000000,0.009901,1.000000,0.052632,0.083333,0.250000,0.400000,0.022989,0.666667,0.500000,1.000000,1.065207,0.666667,0.500000,1.000000,1.065207
Yahoo,A4Benchmark-TS69,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS69.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.014184,0.111111,1.000000,0.007143,1.000000,0.051282,0.080000,0.222222,0.400000,0.017857,0.666667,0.500000,1.000000,0.287426,0.666667,0.500000,1.000000,0.287426
Yahoo,A4Benchmark-TS7,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS7.npy,16,824,0.007282,0.676401,0.992665,0.727273,0.800000,0.666667,0.250000,0.322581,0.533333,0.727273,0.190476,0.444444,0.666667,0.105263,1.000000,0.324324,0.416667,0.666667,0.800000,0.240000,0.727273,0.800000,0.666667,0.005305,0.727273,0.800000,0.666667,0.005305
Yahoo,A4Benchmark-TS70,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS70.npy,16,824,0.002427,0.500000,0.998175,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.036697,0.222222,1.000000,0.018692,1.000000,0.114286,0.181818,0.500000,0.800000,0.048193,0.666667,0.500000,1.000000,0.239317,0.666667,0.500000,1.000000,0.239317
Yahoo,A4Benchmark-TS71,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS71.npy,16,824,0.004854,0.571986,0.942988,0.666667,0.600000,0.750000,0.130435,0.206897,0.461538,0.666667,0.033333,0.333333,0.750000,0.017045,0.750000,0.142857,0.240000,0.600000,0.857143,0.041958,0.666667,0.600000,0.750000,0.861610,0.666667,0.600000,0.750000,0.861610
Yahoo,A4Benchmark-TS72,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS72.npy,16,824,0.002427,1.000000,1.000000,1.000000,1.000000,1.000000,0.090909,0.148148,0.363636,0.571429,0.037037,0.222222,1.000000,0.018868,1.000000,0.111111,0.181818,0.500000,0.800000,0.046512,1.000000,1.000000,1.000000,0.268470,1.000000,1.000000,1.000000,0.268470
Yahoo,A4Benchmark-TS73,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS73.npy,16,824,0.004854,0.374242,0.994512,0.533333,0.363636,1.000000,0.173913,0.275862,0.307692,0.444444,0.062992,0.222222,0.500000,0.032520,1.000000,0.235294,0.380952,0.363636,0.500000,0.088889,0.533333,0.363636,1.000000,0.206197,0.533333,0.363636,1.000000,0.206197
Yahoo,A4Benchmark-TS74,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS74.npy,16,824,0.001214,1.000000,1.000000,1.000000,1.000000,1.000000,0.046512,0.076923,0.200000,0.333333,0.086957,0.111111,1.000000,0.045455,1.000000,0.064516,0.086957,0.222222,0.400000,0.095238,1.000000,1.000000,1.000000,0.094870,1.000000,1.000000,1.000000,0.094870
Yahoo,A4Benchmark-TS75,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS75.npy,16,824,0.007282,0.552754,0.971883,0.666667,1.000000,0.500000,0.208333,0.193548,0.400000,0.545455,0.128205,0.333333,0.500000,0.069444,0.833333,0.232558,0.222222,0.500000,0.666667,0.138889,0.666667,1.000000,0.500000,0.137923,0.666667,1.000000,0.500000,0.137923
Yahoo,A4Benchmark-TS76,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS76.npy,16,824,0.003641,0.342788,0.860333,0.500000,1.000000,0.333333,0.044444,0.071429,0.166667,0.250000,0.021898,0.111111,0.333333,0.011070,1.000000,0.052632,0.080000,0.181818,0.285714,0.057143,0.500000,1.000000,0.333333,0.192264,0.500000,1.000000,0.333333,0.192264
Yahoo,A4Benchmark-TS77,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS77.npy,16,824,0.007282,0.561285,0.973105,0.666667,1.000000,0.500000,0.166667,0.258065,0.400000,0.545455,0.066667,0.333333,0.500000,0.034483,1.000000,0.190476,0.307692,0.500000,0.666667,0.099174,0.666667,1.000000,0.500000,0.119359,0.666667,1.000000,0.500000,0.119359
Yahoo,A4Benchmark-TS78,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS78.npy,16,824,0.008495,0.243640,0.822172,0.500000,0.444444,0.571429,0.163265,0.250000,0.500000,0.333333,0.036036,0.444444,0.571429,0.018605,0.571429,0.200000,0.307692,0.615385,0.333333,0.059701,0.500000,0.444444,0.571429,0.549882,0.500000,0.444444,0.571429,0.549882
Yahoo,A4Benchmark-TS79,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS79.npy,16,824,0.001214,0.333333,0.997570,0.500000,0.333333,1.000000,0.046512,0.076923,0.200000,0.333333,0.025974,0.111111,1.000000,0.013158,1.000000,0.060606,0.090909,0.200000,0.333333,0.032787,0.500000,0.333333,1.000000,0.011522,0.500000,0.333333,1.000000,0.011522
Yahoo,A4Benchmark-TS8,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS8.npy,16,824,0.007282,0.481241,0.994091,0.571429,0.400000,1.000000,0.250000,0.387097,0.400000,0.545455,0.096774,0.333333,0.500000,0.050847,1.000000,0.315789,0.521739,0.461538,0.545455,0.133333,0.571429,0.400000,1.000000,0.057854,0.571429,0.400000,1.000000,0.057854
Yahoo,A4Benchmark-TS80,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS80.npy,16,824,0.006068,0.213170,0.975336,0.285714,0.500000,0.200000,0.170213,0.200000,0.142857,0.200000,0.062893,0.111111,0.200000,0.032468,1.000000,0.216216,0.250000,0.142857,0.200000,0.092593,0.285714,0.500000,0.200000,0.005581,0.285714,0.500000,0.200000,0.005581
Yahoo,A4Benchmark-TS81,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS81.npy,16,824,0.006068,0.350632,0.947253,0.545455,0.500000,0.600000,0.127660,0.200000,0.428571,0.400000,0.139535,0.333333,0.600000,0.078947,0.600000,0.146341,0.222222,0.500000,0.500000,0.157895,0.545455,0.500000,0.600000,0.164957,0.545455,0.500000,0.600000,0.164957
Yahoo,A4Benchmark-TS82,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS82.npy,16,824,0.002427,1.000000,1.000000,1.000000,1.000000,1.000000,0.090909,0.148148,0.363636,0.571429,0.054054,0.222222,1.000000,0.027778,1.000000,0.108108,0.181818,0.500000,0.666667,0.067797,1.000000,1.000000,1.000000,0.082267,1.000000,1.000000,1.000000,0.082267
Yahoo,A4Benchmark-TS83,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS83.npy,16,824,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,A4Benchmark-TS84,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS84.npy,16,824,0.002427,0.271277,0.972019,0.500000,0.500000,0.500000,0.045455,0.074074,0.181818,0.285714,0.074074,0.111111,0.500000,0.038462,1.000000,0.062500,0.111111,0.250000,0.400000,0.108108,0.500000,0.500000,0.500000,0.214907,0.500000,0.500000,0.500000,0.214907
Yahoo,A4Benchmark-TS85,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS85.npy,16,824,0.009709,0.406776,0.985600,0.400000,0.333333,0.500000,0.320000,0.363636,0.352941,0.307692,0.137931,0.333333,0.375000,0.074074,1.000000,0.372093,0.400000,0.375000,0.333333,0.173913,0.400000,0.272727,0.750000,0.019961,0.400000,0.272727,0.750000,0.019961
Yahoo,A4Benchmark-TS86,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS86.npy,16,824,0.007282,0.530351,0.991443,0.521739,0.352941,1.000000,0.250000,0.387097,0.266667,0.363636,0.103448,0.222222,0.333333,0.054545,1.000000,0.333333,0.521739,0.285714,0.363636,0.129032,0.521739,0.352941,1.000000,0.155714,0.521739,0.352941,1.000000,0.155714
Yahoo,A4Benchmark-TS87,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS87.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.017391,0.111111,1.000000,0.008772,1.000000,0.051282,0.090909,0.250000,0.500000,0.024691,0.666667,0.500000,1.000000,2.219147,0.666667,0.500000,1.000000,2.219147
Yahoo,A4Benchmark-TS88,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS88.npy,16,824,0.009709,0.590900,0.995558,0.727273,0.571429,1.000000,0.320000,0.484848,0.588235,0.307692,0.141593,0.555556,0.625000,0.076190,1.000000,0.400000,0.615385,0.666667,0.363636,0.175824,0.727273,0.571429,1.000000,0.036898,0.727273,0.571429,1.000000,0.036898
Yahoo,A4Benchmark-TS89,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS89.npy,16,824,0.007282,0.835714,0.998778,0.857143,0.750000,1.000000,0.250000,0.387097,0.800000,0.727273,0.094488,0.666667,1.000000,0.049587,1.000000,0.333333,0.500000,1.000000,0.800000,0.123711,0.857143,0.750000,1.000000,0.155535,0.857143,0.750000,1.000000,0.155535
Yahoo,A4Benchmark-TS9,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS9.npy,16,824,0.001214,0.011111,0.891859,0.021978,0.011111,1.000000,0.000000,0.000000,0.000000,0.000000,0.014706,0.000000,0.000000,0.007407,1.000000,0.000000,0.000000,0.000000,0.000000,0.018868,0.021978,0.011111,1.000000,0.307146,0.021978,0.011111,1.000000,0.307146
Yahoo,A4Benchmark-TS90,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS90.npy,16,824,0.007282,0.757937,0.998370,0.857143,0.750000,1.000000,0.250000,0.387097,0.800000,0.545455,0.108108,0.666667,1.000000,0.057143,1.000000,0.324324,0.500000,1.000000,0.600000,0.134831,0.857143,0.750000,1.000000,0.218605,0.857143,0.750000,1.000000,0.218605
Yahoo,A4Benchmark-TS91,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS91.npy,16,824,0.006068,0.199841,0.975092,0.400000,0.400000,0.400000,0.170213,0.200000,0.285714,0.400000,0.069444,0.222222,0.400000,0.035971,1.000000,0.195122,0.230769,0.333333,0.500000,0.084034,0.400000,0.400000,0.400000,0.422299,0.400000,0.400000,0.400000,0.422299
Yahoo,A4Benchmark-TS92,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS92.npy,16,824,0.009709,0.965909,0.999540,0.933333,1.000000,0.875000,0.320000,0.484848,0.823529,0.769231,0.114286,0.777778,0.875000,0.060606,1.000000,0.533333,0.727273,0.933333,0.769231,0.162791,0.933333,1.000000,0.875000,0.212367,0.933333,1.000000,0.875000,0.212367
Yahoo,A4Benchmark-TS93,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS93.npy,16,824,0.002427,0.500000,0.998175,0.666667,0.500000,1.000000,0.090909,0.148148,0.363636,0.571429,0.034483,0.222222,1.000000,0.017544,1.000000,0.117647,0.181818,0.444444,0.800000,0.047059,0.666667,0.500000,1.000000,0.039908,0.666667,0.500000,1.000000,0.039908
Yahoo,A4Benchmark-TS94,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS94.npy,16,824,0.007282,0.371817,0.938468,0.500000,1.000000,0.333333,0.083333,0.129032,0.266667,0.363636,0.054299,0.222222,0.333333,0.027907,1.000000,0.097561,0.160000,0.333333,0.444444,0.093750,0.500000,1.000000,0.333333,0.244767,0.500000,1.000000,0.333333,0.244767
Yahoo,A4Benchmark-TS95,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS95.npy,16,824,0.003641,0.680556,0.997564,0.666667,0.666667,0.666667,0.133333,0.214286,0.500000,0.500000,0.333333,0.333333,1.000000,0.200000,1.000000,0.200000,0.285714,0.600000,0.666667,0.428571,0.666667,0.666667,0.666667,0.128825,0.666667,0.666667,0.666667,0.128825
Yahoo,A4Benchmark-TS96,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS96.npy,16,824,0.001214,0.500000,0.998785,0.666667,0.500000,1.000000,0.046512,0.076923,0.200000,0.333333,0.013245,0.111111,1.000000,0.006667,1.000000,0.057143,0.095238,0.285714,0.400000,0.019417,0.666667,0.500000,1.000000,0.499683,0.666667,0.500000,1.000000,0.499683
Yahoo,A4Benchmark-TS97,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS97.npy,16,824,0.006068,0.835000,0.998779,0.800000,0.800000,0.800000,0.212766,0.333333,0.714286,0.800000,0.087719,0.555556,1.000000,0.045872,1.000000,0.263158,0.454545,1.000000,0.888889,0.113636,0.800000,0.800000,0.800000,0.040578,0.800000,0.800000,0.800000,0.040578
Yahoo,A4Benchmark-TS98,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS98.npy,16,824,0.009709,0.729464,0.997243,0.750000,0.750000,0.750000,0.320000,0.484848,0.705882,0.615385,0.131148,0.666667,0.750000,0.070175,1.000000,0.432432,0.695652,0.857143,0.615385,0.163265,0.750000,0.750000,0.750000,0.063093,0.750000,0.750000,0.750000,0.063093
Yahoo,A4Benchmark-TS99,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/A4Benchmark-TS99.npy,16,824,0.006068,0.703977,0.991697,0.750000,1.000000,0.600000,0.212766,0.266667,0.428571,0.600000,0.046948,0.333333,0.600000,0.024038,1.000000,0.216216,0.333333,0.500000,0.666667,0.065574,0.750000,1.000000,0.600000,4.802042,0.750000,1.000000,0.600000,4.802042
Yahoo,real_1,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_1.npy,16,694,0.002882,0.750000,0.998555,0.666667,1.000000,0.500000,0.108108,0.173913,0.444444,0.666667,0.035088,0.285714,1.000000,0.017857,1.000000,0.074074,0.117647,0.333333,0.666667,0.025316,0.666667,0.500000,1.000000,1.367308,0.666667,0.500000,1.000000,1.367308
Yahoo,real_10,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_10.npy,16,704,0.018466,0.668002,0.932539,0.700000,1.000000,0.538462,0.326531,0.457143,0.666667,0.470588,0.181818,0.875000,0.538462,0.100840,0.923077,0.193548,0.315789,0.888889,1.000000,0.050000,1.000000,1.000000,1.000000,0.891487,1.000000,1.000000,1.000000,0.891487
Yahoo,real_11,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_11.npy,16,704,0.026989,0.783740,0.995159,0.883721,0.791667,1.000000,0.690909,0.829268,0.370370,0.260870,0.339286,0.625000,0.263158,0.204301,1.000000,0.153846,1.000000,0.800000,0.666667,0.035088,1.000000,1.000000,1.000000,17.641060,1.000000,1.000000,1.000000,17.641060
Yahoo,real_12,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_12.npy,16,704,0.002841,1.000000,1.000000,1.000000,1.000000,1.000000,0.105263,0.166667,0.400000,0.666667,0.043011,0.250000,1.000000,0.021978,1.000000,0.064516,0.105263,0.333333,0.666667,0.029412,1.000000,1.000000,1.000000,6.019649,1.000000,1.000000,1.000000,6.019649
Yahoo,real_13,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_13.npy,16,704,0.012784,0.388214,0.873861,0.588235,0.625000,0.555556,0.222222,0.322581,0.588235,0.461538,0.155340,0.625000,0.555556,0.085106,0.888889,0.137931,0.235294,0.800000,0.800000,0.093750,0.857143,0.750000,1.000000,0.177220,0.947368,0.900000,1.000000,0.177220
Yahoo,real_14,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_14.npy,16,704,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_15,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_15.npy,16,704,0.011364,0.117985,0.773527,0.285714,0.333333,0.250000,0.136364,0.133333,0.250000,0.166667,0.111111,0.250000,0.250000,0.065217,0.375000,0.117647,0.086957,0.222222,0.333333,0.108108,0.400000,0.333333,0.500000,0.122077,0.666667,0.714286,0.625000,0.122077
Yahoo,real_16,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_16.npy,16,715,0.004196,0.916667,0.999532,0.857143,0.750000,1.000000,0.153846,0.240000,0.545455,0.857143,0.049180,0.375000,1.000000,0.025210,1.000000,0.080000,0.153846,0.400000,1.000000,0.023810,1.000000,1.000000,1.000000,10.551871,1.000000,1.000000,1.000000,10.551871
Yahoo,real_17,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_17.npy,16,696,0.326149,0.768866,0.831951,0.715556,0.721973,0.709251,0.251908,0.153226,0.051282,0.025974,0.681934,0.857143,0.026432,0.807229,0.590308,0.977778,0.967742,0.750000,0.705882,0.783333,0.956522,0.916667,1.000000,1.894402,0.997802,0.995614,1.000000,1.894402
Yahoo,real_18,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_18.npy,16,715,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yahoo,real_19,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_19.npy,16,696,0.326149,0.745536,0.837953,0.706522,0.600000,0.859031,0.259542,0.161290,0.059829,0.034632,0.675737,1.000000,0.030837,0.696262,0.656388,1.000000,1.000000,0.800000,0.800000,0.706767,0.956522,0.916667,1.000000,2.320828,0.997802,0.995614,1.000000,2.320828
Yahoo,real_2,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_2.npy,16,704,0.022727,0.908269,0.992914,0.903226,0.933333,0.875000,0.576923,0.789474,0.666667,0.400000,0.193939,1.000000,0.500000,0.107383,1.000000,0.272727,0.545455,1.000000,0.666667,0.052632,1.000000,1.000000,1.000000,6.338380,1.000000,1.000000,1.000000,6.338380
Yahoo,real_20,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_20.npy,16,695,0.012950,0.392614,0.838354,0.413793,0.300000,0.666667,0.318182,0.400000,0.250000,0.307692,0.245614,0.285714,0.222222,0.145833,0.777778,0.333333,0.533333,0.285714,0.500000,0.242424,0.500000,1.000000,0.333333,6.710271,0.720000,0.562500,1.000000,0.051395
Yahoo,real_21,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_21.npy,16,694,0.008646,0.272779,0.986434,0.454545,0.312500,0.833333,0.292683,0.370370,0.307692,0.000000,0.091603,0.285714,0.333333,0.048000,1.000000,0.285714,0.400000,0.333333,0.000000,0.050633,0.307692,0.181818,1.000000,5.939385,0.666667,0.555556,0.833333,15.068542
Yahoo,real_22,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_22.npy,16,694,0.090778,0.962102,0.981913,0.967742,0.983607,0.952381,0.714286,0.500000,0.200000,0.119403,0.789474,1.000000,0.111111,0.674157,0.952381,1.000000,1.000000,1.000000,1.000000,0.222222,1.000000,1.000000,1.000000,8.238545,1.000000,1.000000,1.000000,8.238545
Yahoo,real_23,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_23.npy,16,694,0.008646,0.696368,0.996366,0.727273,0.800000,0.666667,0.292683,0.444444,0.615385,0.600000,0.139535,0.571429,0.666667,0.075000,1.000000,0.266667,0.500000,0.666667,0.750000,0.121212,0.750000,0.750000,0.750000,0.065912,0.833333,0.833333,0.833333,0.065912
Yahoo,real_24,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_24.npy,16,715,0.020979,0.168901,0.662095,0.235294,1.000000,0.133333,0.078431,0.108108,0.173913,0.210526,0.089286,0.250000,0.133333,0.051546,0.333333,0.117647,0.181818,0.444444,0.666667,0.111111,1.000000,1.000000,1.000000,0.338081,1.000000,1.000000,1.000000,0.338081
Yahoo,real_25,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_25.npy,16,702,0.061254,0.947161,0.985849,0.928571,0.951220,0.906977,0.911392,0.676923,0.313725,0.170213,0.433862,1.000000,0.186047,0.280822,0.953488,1.000000,1.000000,1.000000,1.000000,0.074074,1.000000,1.000000,1.000000,10.224302,1.000000,1.000000,1.000000,10.224302
Yahoo,real_26,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_26.npy,16,702,0.106838,0.096310,0.489229,0.243810,0.142222,0.853333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093264,0.049180,0.900000,0.003718,0.458204,0.298387,0.986667,0.003718
Yahoo,real_27,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_27.npy,16,698,0.002865,0.750000,0.998563,0.666667,1.000000,0.500000,0.108108,0.173913,0.444444,0.666667,0.057971,0.285714,1.000000,0.029851,1.000000,0.137931,0.222222,0.571429,0.666667,0.076923,0.666667,0.500000,1.000000,0.264310,0.666667,0.500000,1.000000,0.264310
Yahoo,real_28,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_28.npy,16,705,0.114894,0.090330,0.184691,0.209078,0.117647,0.938272,0.034188,0.038835,0.044944,0.047059,0.017094,0.250000,0.024691,0.013072,0.024691,0.142857,0.200000,0.444444,0.800000,0.043956,0.444444,0.666667,0.333333,0.665321,0.312741,0.185355,1.000000,0.001676
Yahoo,real_29,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_29.npy,16,705,0.008511,0.462001,0.876967,0.545455,0.600000,0.500000,0.190476,0.285714,0.428571,0.400000,0.072072,0.375000,0.500000,0.038095,0.666667,0.206897,0.333333,0.600000,0.571429,0.078947,0.666667,0.600000,0.750000,0.203338,0.666667,0.666667,0.666667,0.203338
Yahoo,real_3,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_3.npy,16,715,0.019580,0.905317,0.942327,0.923077,1.000000,0.857143,0.520000,0.722222,0.727273,0.444444,0.252427,1.000000,0.571429,0.146067,0.928571,0.153846,0.307692,1.000000,1.000000,0.057971,1.000000,1.000000,1.000000,3.142769,1.000000,1.000000,1.000000,3.142769
Yahoo,real_30,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_30.npy,16,715,0.011189,0.601560,0.984618,0.736842,0.636364,0.875000,0.318182,0.466667,0.500000,0.500000,0.160000,0.500000,0.500000,0.086957,1.000000,0.071429,0.133333,0.500000,0.666667,0.031746,1.000000,1.000000,1.000000,0.476298,1.000000,1.000000,1.000000,0.476298
Yahoo,real_31,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_31.npy,16,698,0.034384,0.283328,0.900655,0.280374,0.180723,0.625000,0.203390,0.222222,0.193548,0.214286,0.186047,0.428571,0.125000,0.102564,1.000000,0.250000,0.315789,0.571429,1.000000,0.078431,1.000000,1.000000,1.000000,5.742078,1.000000,1.000000,1.000000,5.742078
Yahoo,real_32,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_32.npy,16,698,0.067335,0.514559,0.776089,0.586667,0.785714,0.468085,0.536585,0.470588,0.259259,0.156863,0.302703,1.000000,0.148936,0.202899,0.595745,0.476190,0.736842,1.000000,0.666667,0.153846,1.000000,1.000000,1.000000,7.005008,1.000000,1.000000,1.000000,7.005008
Yahoo,real_33,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_33.npy,16,704,0.002841,1.000000,1.000000,1.000000,1.000000,1.000000,0.105263,0.166667,0.400000,0.666667,0.044944,0.250000,1.000000,0.022989,1.000000,0.062500,0.105263,0.285714,0.666667,0.027027,1.000000,1.000000,1.000000,5.525628,1.000000,1.000000,1.000000,5.525628
Yahoo,real_34,TShape-score-archive replay,score_archive,Results/Scores/TShape/naive/Yahoo/real_34.npy,16,698,0.008596,0.462373,0.895954,0.600000,0.750000,0.500000,0.195122,0.296296,0.461538,0.600000,0.073529,0.428571,0.500000,0.038462,0.833333,0.285714,0.400000,0.750000,1.000000,0.101266,0.857143,0.750000,1.000000,0.323032,0.923077,0.857143,1.000000,0.323032
