dataset,series,seed,method,alpha,selected_alpha,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
WSD,65,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.011516,0.988235,0.976744,1.000000,0.222979,0.615385,0.444444,1.000000,0.222979
WSD,65,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.011516,0.988235,0.976744,1.000000,0.229865,0.615385,0.444444,1.000000,0.229865
WSD,66,20260706,TShape-zero-plus-alpha-0.00,0.00,,18333,0.002509,1.000000,1.000000,1.000000,0.477493,1.000000,1.000000,1.000000,0.477493
WSD,66,20260706,TShape-zero-plus-alpha-0.05,0.05,,18333,0.002509,1.000000,1.000000,1.000000,0.498470,1.000000,1.000000,1.000000,0.498470
WSD,66,20260706,TShape-zero-plus-alpha-0.10,0.10,,18333,0.002509,1.000000,1.000000,1.000000,0.512660,1.000000,1.000000,1.000000,0.512660
WSD,66,20260706,TShape-zero-plus-alpha-0.15,0.15,,18333,0.002509,1.000000,1.000000,1.000000,0.487425,1.000000,1.000000,1.000000,0.487425
WSD,66,20260706,TShape-zero-plus-alpha-0.20,0.20,,18333,0.002509,1.000000,1.000000,1.000000,0.462191,1.000000,1.000000,1.000000,0.462191
WSD,66,20260706,TShape-zero-plus-alpha-0.25,0.25,,18333,0.002509,1.000000,1.000000,1.000000,0.436957,1.000000,1.000000,1.000000,0.436957
WSD,66,20260706,TShape-zero-plus-alpha-0.30,0.30,,18333,0.002509,1.000000,1.000000,1.000000,0.411722,1.000000,1.000000,1.000000,0.411722
WSD,66,20260706,TShape-zero-plus-alpha-0.35,0.35,,18333,0.002509,1.000000,1.000000,1.000000,0.417609,1.000000,1.000000,1.000000,0.417609
WSD,66,20260706,TShape-zero-plus-alpha-0.40,0.40,,18333,0.002509,1.000000,1.000000,1.000000,0.435581,1.000000,1.000000,1.000000,0.435581
WSD,66,20260706,TShape-zero-plus-alpha-0.45,0.45,,18333,0.002509,1.000000,1.000000,1.000000,0.453554,1.000000,1.000000,1.000000,0.453554
WSD,66,20260706,TShape-zero-plus-alpha-0.50,0.50,,18333,0.002509,1.000000,1.000000,1.000000,0.471527,1.000000,1.000000,1.000000,0.471527
WSD,67,20260706,TShape-zero-plus-alpha-0.00,0.00,,18175,0.003301,0.983607,0.967742,1.000000,0.312739,0.888889,0.800000,1.000000,0.312739
WSD,67,20260706,TShape-zero-plus-alpha-0.05,0.05,,18175,0.003301,0.991736,0.983607,1.000000,0.311366,0.941176,0.888889,1.000000,0.311366
WSD,67,20260706,TShape-zero-plus-alpha-0.10,0.10,,18175,0.003301,0.991736,0.983607,1.000000,0.309994,0.941176,0.888889,1.000000,0.309994
WSD,67,20260706,TShape-zero-plus-alpha-0.15,0.15,,18175,0.003301,0.991736,0.983607,1.000000,0.308622,0.941176,0.888889,1.000000,0.308622
WSD,67,20260706,TShape-zero-plus-alpha-0.20,0.20,,18175,0.003301,0.991736,0.983607,1.000000,0.307249,0.941176,0.888889,1.000000,0.307249
WSD,67,20260706,TShape-zero-plus-alpha-0.25,0.25,,18175,0.003301,0.991736,0.983607,1.000000,0.292247,0.941176,0.888889,1.000000,0.292247
WSD,67,20260706,TShape-zero-plus-alpha-0.30,0.30,,18175,0.003301,0.991736,0.983607,1.000000,0.272764,0.941176,0.888889,1.000000,0.272764
WSD,67,20260706,TShape-zero-plus-alpha-0.35,0.35,,18175,0.003301,0.983607,0.967742,1.000000,0.253281,0.888889,0.800000,1.000000,0.253281
WSD,67,20260706,TShape-zero-plus-alpha-0.40,0.40,,18175,0.003301,0.983607,0.967742,1.000000,0.233798,0.888889,0.800000,1.000000,0.233798
WSD,67,20260706,TShape-zero-plus-alpha-0.45,0.45,,18175,0.003301,0.983607,0.967742,1.000000,0.214315,0.888889,0.800000,1.000000,0.214315
WSD,67,20260706,TShape-zero-plus-alpha-0.50,0.50,,18175,0.003301,0.975610,0.952381,1.000000,0.206468,0.842105,0.727273,1.000000,0.206468
WSD,68,20260706,TShape-zero-plus-alpha-0.00,0.00,,18196,0.001594,1.000000,1.000000,1.000000,0.390207,1.000000,1.000000,1.000000,0.390207
WSD,68,20260706,TShape-zero-plus-alpha-0.05,0.05,,18196,0.001594,1.000000,1.000000,1.000000,0.370697,1.000000,1.000000,1.000000,0.370697
WSD,68,20260706,TShape-zero-plus-alpha-0.10,0.10,,18196,0.001594,1.000000,1.000000,1.000000,0.351186,1.000000,1.000000,1.000000,0.351186
WSD,68,20260706,TShape-zero-plus-alpha-0.15,0.15,,18196,0.001594,1.000000,1.000000,1.000000,0.331676,1.000000,1.000000,1.000000,0.331676
WSD,68,20260706,TShape-zero-plus-alpha-0.20,0.20,,18196,0.001594,1.000000,1.000000,1.000000,0.312166,1.000000,1.000000,1.000000,0.312166
WSD,68,20260706,TShape-zero-plus-alpha-0.25,0.25,,18196,0.001594,1.000000,1.000000,1.000000,0.292655,1.000000,1.000000,1.000000,0.292655
WSD,68,20260706,TShape-zero-plus-alpha-0.30,0.30,,18196,0.001594,1.000000,1.000000,1.000000,0.273145,1.000000,1.000000,1.000000,0.273145
WSD,68,20260706,TShape-zero-plus-alpha-0.35,0.35,,18196,0.001594,0.983051,0.966667,1.000000,0.253635,0.888889,0.800000,1.000000,0.253635
WSD,68,20260706,TShape-zero-plus-alpha-0.40,0.40,,18196,0.001594,0.966667,0.935484,1.000000,0.246879,0.800000,0.666667,1.000000,0.246879
WSD,68,20260706,TShape-zero-plus-alpha-0.45,0.45,,18196,0.001594,0.966667,0.935484,1.000000,0.252500,0.800000,0.666667,1.000000,0.252500
WSD,68,20260706,TShape-zero-plus-alpha-0.50,0.50,,18196,0.001594,0.966667,0.935484,1.000000,0.258121,0.800000,0.666667,1.000000,0.258121
WSD,69,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.008281,0.993421,0.986928,1.000000,0.406097,0.923077,0.857143,1.000000,0.406097
WSD,69,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.008281,0.996700,0.993421,1.000000,0.428585,0.960000,0.923077,1.000000,0.428585
WSD,69,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.008281,0.996700,0.993421,1.000000,0.451072,0.960000,0.923077,1.000000,0.451072
WSD,69,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.008281,0.996700,0.993421,1.000000,0.473560,0.960000,0.923077,1.000000,0.473560
WSD,69,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.008281,0.996700,0.993421,1.000000,0.496048,0.960000,0.923077,1.000000,0.496048
WSD,69,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.008281,0.996700,0.993421,1.000000,0.518535,0.960000,0.923077,1.000000,0.518535
WSD,69,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.008281,0.996700,0.993421,1.000000,0.541023,0.960000,0.923077,1.000000,0.541023
WSD,69,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.008281,0.996700,0.993421,1.000000,0.563511,0.960000,0.923077,1.000000,0.563511
WSD,69,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.008281,0.996700,0.993421,1.000000,0.585998,0.960000,0.923077,1.000000,0.585998
WSD,69,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.008281,0.996700,0.993421,1.000000,0.608486,0.960000,0.923077,1.000000,0.608486
WSD,69,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.008281,0.996700,0.993421,1.000000,0.630974,0.960000,0.923077,1.000000,0.630974
WSD,7,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,7,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,70,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.010310,0.989474,0.979167,1.000000,0.302027,0.857143,0.750000,1.000000,0.302027
WSD,70,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.010310,0.989474,0.979167,1.000000,0.314473,0.857143,0.750000,1.000000,0.314473
WSD,70,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.010310,0.992084,0.984293,1.000000,0.326919,0.888889,0.800000,1.000000,0.326919
WSD,70,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.010310,0.994709,0.989474,1.000000,0.339364,0.923077,0.857143,1.000000,0.339364
WSD,70,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.010310,0.994709,0.989474,1.000000,0.351810,0.923077,0.857143,1.000000,0.351810
WSD,70,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.010310,0.994709,0.989474,1.000000,0.364256,0.923077,0.857143,1.000000,0.364256
WSD,70,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.010310,0.994709,0.989474,1.000000,0.376702,0.923077,0.857143,1.000000,0.376702
WSD,70,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.010310,0.994709,0.989474,1.000000,0.389148,0.923077,0.857143,1.000000,0.389148
WSD,70,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.010310,0.994709,0.989474,1.000000,0.401593,0.923077,0.857143,1.000000,0.401593
WSD,70,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.010310,0.994709,0.989474,1.000000,0.414039,0.923077,0.857143,1.000000,0.414039
WSD,70,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.010310,0.994709,0.989474,1.000000,0.426485,0.923077,0.857143,1.000000,0.426485
WSD,71,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.023252,0.895782,0.945026,0.851415,0.087962,0.684211,0.553191,0.896552,0.087962
WSD,71,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.023252,0.896894,0.947507,0.851415,0.091954,0.693333,0.565217,0.896552,0.091954
WSD,71,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.023252,0.899128,0.952507,0.851415,0.095945,0.712329,0.590909,0.896552,0.095945
WSD,71,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.023252,0.902128,0.821705,1.000000,0.066235,0.712329,0.590909,0.896552,0.099937
WSD,71,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.023252,0.905983,0.828125,1.000000,0.070855,0.722222,0.604651,0.896552,0.103929
WSD,71,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.023252,0.909871,0.834646,1.000000,0.075474,0.722222,0.604651,0.896552,0.107920
WSD,71,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.023252,0.911828,0.837945,1.000000,0.080094,0.732394,0.619048,0.896552,0.111912
WSD,71,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.023252,0.913793,0.841270,1.000000,0.084713,0.742857,0.634146,0.896552,0.115903
WSD,71,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.023252,0.915767,0.844622,1.000000,0.089333,0.764706,0.666667,0.896552,0.119895
WSD,71,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.023252,0.915767,0.844622,1.000000,0.093953,0.764706,0.666667,0.896552,0.123886
WSD,71,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.023252,0.915767,0.844622,1.000000,0.098572,0.787879,0.702703,0.896552,0.127878
WSD,72,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.010968,0.904110,1.000000,0.825000,0.682029,0.869565,1.000000,0.769231,0.682029
WSD,72,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.010968,0.925926,0.862069,1.000000,0.179521,0.869565,1.000000,0.769231,0.649230
WSD,72,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.010968,0.934579,0.877193,1.000000,0.199730,0.869565,1.000000,0.769231,0.616431
WSD,72,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.010968,0.943396,0.892857,1.000000,0.219939,0.869565,1.000000,0.769231,0.622751
WSD,72,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.010968,0.952381,0.909091,1.000000,0.240148,0.869565,1.000000,0.769231,0.627982
WSD,72,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.010968,0.956938,0.917431,1.000000,0.260358,0.869565,1.000000,0.769231,0.628698
WSD,72,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.010968,0.954654,0.913242,1.000000,0.280567,0.869565,1.000000,0.769231,0.651255
WSD,72,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.010968,0.954654,0.913242,1.000000,0.300776,0.869565,1.000000,0.769231,0.673813
WSD,72,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.010968,0.956938,0.917431,1.000000,0.320985,0.869565,1.000000,0.769231,0.696370
WSD,72,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.010968,0.959233,0.921659,1.000000,0.341194,0.869565,1.000000,0.769231,0.718928
WSD,72,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.010968,0.959233,0.921659,1.000000,0.361403,0.869565,1.000000,0.769231,0.741485
WSD,73,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.014203,0.996154,0.992337,1.000000,0.193171,0.916667,0.846154,1.000000,0.193171
WSD,73,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.014203,0.994242,0.988550,1.000000,0.185541,0.880000,0.785714,1.000000,0.185541
WSD,73,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.014203,0.994242,0.988550,1.000000,0.177910,0.880000,0.785714,1.000000,0.177910
WSD,73,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.014203,0.994242,0.988550,1.000000,0.170280,0.880000,0.785714,1.000000,0.170280
WSD,73,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.014203,0.994242,0.988550,1.000000,0.162650,0.880000,0.785714,1.000000,0.162650
WSD,73,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.014203,0.994242,0.988550,1.000000,0.155020,0.880000,0.785714,1.000000,0.155020
WSD,73,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.014203,0.994242,0.988550,1.000000,0.147389,0.880000,0.785714,1.000000,0.147389
WSD,73,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.014203,0.994242,0.988550,1.000000,0.139759,0.880000,0.785714,1.000000,0.139759
WSD,73,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.014203,0.994242,0.988550,1.000000,0.132129,0.880000,0.785714,1.000000,0.132129
WSD,73,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.014203,0.996154,0.992337,1.000000,0.124499,0.916667,0.846154,1.000000,0.124499
WSD,73,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.014203,0.996154,0.992337,1.000000,0.116868,0.916667,0.846154,1.000000,0.116868
WSD,74,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.013765,0.901257,0.820261,1.000000,0.098892,0.647059,0.647059,0.647059,0.251444
WSD,74,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.013765,0.916058,0.845118,1.000000,0.124221,0.666667,0.687500,0.647059,0.275304
WSD,74,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.013765,0.921101,0.853741,1.000000,0.149550,0.687500,0.733333,0.647059,0.299165
WSD,74,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.013765,0.927911,0.865517,1.000000,0.174878,0.687500,0.733333,0.647059,0.323025
WSD,74,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.013765,0.933086,0.874564,1.000000,0.200207,0.736842,0.666667,0.823529,0.269407
WSD,74,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.013765,0.938318,0.883803,1.000000,0.225536,0.758621,0.916667,0.647059,0.370746
WSD,74,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.013765,0.940075,0.886926,1.000000,0.250864,0.758621,0.916667,0.647059,0.394606
WSD,74,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.013765,0.941839,0.890071,1.000000,0.276193,0.800000,0.777778,0.823529,0.342608
WSD,74,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.013765,0.947170,0.899642,1.000000,0.301521,0.800000,0.777778,0.823529,0.367009
WSD,74,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.013765,0.948960,0.902878,1.000000,0.326850,0.800000,0.777778,0.823529,0.391410
WSD,74,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.013765,0.948960,0.902878,1.000000,0.352179,0.800000,0.777778,0.823529,0.415810
WSD,75,20260706,TShape-zero-plus-alpha-0.00,0.00,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.05,0.05,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.10,0.10,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.15,0.15,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.20,0.20,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.25,0.25,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.30,0.30,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.35,0.35,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.40,0.40,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.45,0.45,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,75,20260706,TShape-zero-plus-alpha-0.50,0.50,,18083,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.00,0.00,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.05,0.05,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.10,0.10,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.15,0.15,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.20,0.20,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.25,0.25,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.30,0.30,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.35,0.35,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.40,0.40,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.45,0.45,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,76,20260706,TShape-zero-plus-alpha-0.50,0.50,,18241,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.00,0.00,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.05,0.05,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.10,0.10,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.15,0.15,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.20,0.20,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.25,0.25,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.30,0.30,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.35,0.35,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.40,0.40,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.45,0.45,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,77,20260706,TShape-zero-plus-alpha-0.50,0.50,,18380,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,78,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.001865,1.000000,1.000000,1.000000,0.721504,1.000000,1.000000,1.000000,0.721504
WSD,78,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.001865,1.000000,1.000000,1.000000,0.726448,1.000000,1.000000,1.000000,0.726448
WSD,78,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.001865,1.000000,1.000000,1.000000,0.731392,1.000000,1.000000,1.000000,0.731392
WSD,78,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.001865,1.000000,1.000000,1.000000,0.736335,1.000000,1.000000,1.000000,0.736335
WSD,78,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.001865,1.000000,1.000000,1.000000,0.741279,1.000000,1.000000,1.000000,0.741279
WSD,78,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.001865,1.000000,1.000000,1.000000,0.746223,1.000000,1.000000,1.000000,0.746223
WSD,78,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.001865,1.000000,1.000000,1.000000,0.751167,1.000000,1.000000,1.000000,0.751167
WSD,78,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.001865,1.000000,1.000000,1.000000,0.756110,1.000000,1.000000,1.000000,0.756110
WSD,78,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.001865,1.000000,1.000000,1.000000,0.761054,1.000000,1.000000,1.000000,0.761054
WSD,78,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.001865,1.000000,1.000000,1.000000,0.765998,1.000000,1.000000,1.000000,0.765998
WSD,78,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.001865,1.000000,1.000000,1.000000,0.770942,1.000000,1.000000,1.000000,0.770942
WSD,79,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.010036,0.963158,0.928934,1.000000,0.146576,0.833333,0.882353,0.789474,0.291711
WSD,79,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.010036,0.958115,0.919598,1.000000,0.145650,0.857143,0.937500,0.789474,0.280297
WSD,79,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.010036,0.953125,0.910448,1.000000,0.144724,0.857143,0.937500,0.789474,0.268882
WSD,79,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.010036,0.941504,0.960227,0.923497,0.168719,0.857143,0.937500,0.789474,0.274143
WSD,79,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.010036,0.928571,0.933702,0.923497,0.164961,0.882353,1.000000,0.789474,0.281846
WSD,79,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.010036,0.911051,0.898936,0.923497,0.161202,0.882353,1.000000,0.789474,0.289549
WSD,79,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.010036,0.910714,1.000000,0.836066,0.297252,0.882353,1.000000,0.789474,0.297252
WSD,79,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.010036,0.910714,1.000000,0.836066,0.304955,0.882353,1.000000,0.789474,0.304955
WSD,79,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.010036,0.911051,0.898936,0.923497,0.184026,0.882353,1.000000,0.789474,0.312658
WSD,79,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.010036,0.913514,0.903743,0.923497,0.192182,0.882353,1.000000,0.789474,0.320361
WSD,79,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.010036,0.915989,0.908602,0.923497,0.200338,0.882353,1.000000,0.789474,0.328065
WSD,8,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.20,0.20,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.25,0.25,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.30,0.30,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.35,0.35,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.40,0.40,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.45,0.45,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,8,20260706,TShape-zero-plus-alpha-0.50,0.50,,18235,0.000000,nan,nan,nan,nan,nan,nan,nan,nan
WSD,80,20260706,TShape-zero-plus-alpha-0.00,0.00,,18235,0.114889,0.989842,0.979888,1.000000,0.137298,0.863636,0.904762,0.826087,0.314590
WSD,80,20260706,TShape-zero-plus-alpha-0.05,0.05,,18235,0.114889,0.989403,0.998542,0.980430,0.304984,0.869565,0.869565,0.869565,0.304984
WSD,80,20260706,TShape-zero-plus-alpha-0.10,0.10,,18235,0.114889,0.989403,0.998542,0.980430,0.306506,0.869565,0.869565,0.869565,0.306506
WSD,80,20260706,TShape-zero-plus-alpha-0.15,0.15,,18235,0.114889,0.989403,0.998542,0.980430,0.308028,0.883721,0.950000,0.826087,0.319479
