dataset,series,method,seed,provenance,score_file,label_offset,points,anomaly_ratio,point_f1_pa,point_precision_pa,point_recall_pa,point_threshold_pa,event_f1_pa_log,event_precision_pa_log,event_recall_pa_log,event_threshold_pa_log
AIOPS,05f10d3a-239c-3bef-9bdc-a2feeb0037aa,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/05f10d3a-239c-3bef-9bdc-a2feeb0037aa.npy,16,149510,0.006662,0.857668,0.790186,0.937751,0.576340,0.826923,0.895833,0.767857,0.610182
AIOPS,0efb375b-b902-3661-ab23-9a0bb799f4e3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/AIOPS/0efb375b-b902-3661-ab23-9a0bb799f4e3.npy,16,8768,0.008098,0.972603,0.946667,1.000000,0.014217,0.823529,0.875000,0.777778,0.022094
AIOPS,1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/1c6d7a26-1f1a-3321-bb4d-7a9d969ec8f0.npy,16,149510,0.004247,0.885615,0.984586,0.804724,0.428039,0.876543,0.959459,0.806818,0.435485
AIOPS,301c70d8-1630-35ac-8f96-bc1b6f4359ea,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/301c70d8-1630-35ac-8f96-bc1b6f4359ea.npy,16,8768,0.023495,0.852878,0.760456,0.970874,0.060545,0.772727,0.755556,0.790698,0.091309
AIOPS,42d6616d-c9c5-370a-a8ba-17ead74f3114,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/42d6616d-c9c5-370a-a8ba-17ead74f3114.npy,16,149510,0.012688,0.815244,0.706178,0.964154,0.878981,0.870466,0.954545,0.800000,1.017809
AIOPS,43115f2a-baeb-3b01-96f7-4ea14188343c,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/43115f2a-baeb-3b01-96f7-4ea14188343c.npy,16,110678,0.008484,0.901377,0.933790,0.871140,0.025302,0.689189,0.927273,0.548387,0.030882
AIOPS,431a8542-c468-3988-a508-3afd06a218da,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/431a8542-c468-3988-a508-3afd06a218da.npy,16,131779,0.027038,0.963931,0.975568,0.952568,0.037219,0.918635,0.933333,0.904393,0.046580
AIOPS,4d2af31a-9916-3d9f-8a8e-8a268a48c095,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/4d2af31a-9916-3d9f-8a8e-8a268a48c095.npy,16,131779,0.023046,0.940331,0.954854,0.926243,0.376942,0.568421,0.613636,0.529412,0.390012
AIOPS,54350a12-7a9d-3ca8-b81f-f886b9d156fd,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/54350a12-7a9d-3ca8-b81f-f886b9d156fd.npy,16,8912,0.012455,0.888000,0.798561,1.000000,0.306835,0.500000,0.333333,1.000000,0.306835
AIOPS,55f8b8b8-b659-38df-b3df-e4a5a8a54bc9,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/55f8b8b8-b659-38df-b3df-e4a5a8a54bc9.npy,16,149510,0.040894,0.982419,0.977803,0.987079,0.523790,0.856209,0.856209,0.856209,0.541750
AIOPS,57051487-3a40-3828-9084-a12f7f23ee38,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/57051487-3a40-3828-9084-a12f7f23ee38.npy,16,131769,0.000349,1.000000,1.000000,1.000000,0.434440,1.000000,1.000000,1.000000,0.434440
AIOPS,6a757df4-95e5-3357-8406-165e2bd49360,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/6a757df4-95e5-3357-8406-165e2bd49360.npy,16,131779,0.022462,0.681748,0.974262,0.524324,0.988028,0.500000,0.928571,0.342105,1.149354
AIOPS,6d1114ae-be04-3c46-b5aa-be1a003a57cd,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/AIOPS/6d1114ae-be04-3c46-b5aa-be1a003a57cd.npy,16,149510,0.005090,0.754441,0.626193,0.948752,0.008450,0.718563,0.731707,0.705882,0.016607
AIOPS,6efa3a07-4544-34a0-b921-a155bd1a05e8,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/6efa3a07-4544-34a0-b921-a155bd1a05e8.npy,16,149510,0.035476,0.868435,0.838127,0.901018,0.382537,0.412121,0.386364,0.441558,0.427853
AIOPS,7103fa0f-cac4-314f-addc-866190247439,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/7103fa0f-cac4-314f-addc-866190247439.npy,16,131774,0.000516,0.870968,0.964286,0.794118,0.238839,0.842105,1.000000,0.727273,0.263282
AIOPS,847e8ecc-f8d2-3a93-9107-f367a0aab37d,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/AIOPS/847e8ecc-f8d2-3a93-9107-f367a0aab37d.npy,16,149510,0.005297,0.952746,0.963824,0.941919,0.009656,0.833333,0.762712,0.918367,0.009656
AIOPS,8723f0fb-eaef-32e6-b372-6034c9c04b80,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/8723f0fb-eaef-32e6-b372-6034c9c04b80.npy,16,149510,0.005431,0.862283,0.868750,0.855911,0.467919,0.727273,0.831169,0.646465,0.492769
AIOPS,9c639a46-34c8-39bc-aaf0-9144b37adfc8,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/9c639a46-34c8-39bc-aaf0-9144b37adfc8.npy,16,110678,0.008936,0.852957,0.920375,0.794742,0.035543,0.580000,0.763158,0.467742,0.037064
AIOPS,a07ac296-de40-3a7c-8df3-91f642cc14d0,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/a07ac296-de40-3a7c-8df3-91f642cc14d0.npy,16,111349,0.020297,0.818857,0.972611,0.707080,0.175621,0.630000,0.818182,0.512195,0.180094
AIOPS,a8c06b47-cc41-3738-9110-12df0ee4c721,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/a8c06b47-cc41-3738-9110-12df0ee4c721.npy,16,8912,0.014475,0.895161,0.932773,0.860465,0.134426,0.800000,0.857143,0.750000,0.179960
AIOPS,ab216663-dcc2-3a24-b1ee-2c3e550e06c9,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/ab216663-dcc2-3a24-b1ee-2c3e550e06c9.npy,16,12459,0.028734,0.252927,0.217742,0.301676,0.640475,0.226415,0.272727,0.193548,0.705790
AIOPS,adb2fde9-8589-3f5b-a410-5fe14386c7af,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/adb2fde9-8589-3f5b-a410-5fe14386c7af.npy,16,149510,0.011324,0.823644,0.702207,0.995865,0.734787,0.863071,0.888889,0.838710,0.801544
AIOPS,ba5f3328-9f3f-3ff5-a683-84437d16d554,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/ba5f3328-9f3f-3ff5-a683-84437d16d554.npy,16,149510,0.045489,0.978372,0.972404,0.984414,0.576425,0.868263,0.953947,0.796703,0.605014
AIOPS,c02607e8-7399-3dde-9d28-8a8da5e5d251,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/AIOPS/c02607e8-7399-3dde-9d28-8a8da5e5d251.npy,16,8768,0.006957,0.960630,0.924242,1.000000,0.027788,0.736842,0.583333,1.000000,0.027788
AIOPS,c69a50cf-ee03-3bd7-831e-407d36c7ee91,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/c69a50cf-ee03-3bd7-831e-407d36c7ee91.npy,16,149510,0.004709,0.855538,0.983395,0.757102,0.468683,0.860215,0.898876,0.824742,0.468683
AIOPS,da10a69f-d836-3baa-ad40-3e548ecf1fbd,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/da10a69f-d836-3baa-ad40-3e548ecf1fbd.npy,16,107984,0.081892,0.804727,0.824941,0.785480,0.678079,0.604027,0.762712,0.500000,0.858111
AIOPS,e0747cad-8dc8-38a9-a9ab-855b61f5551d,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/e0747cad-8dc8-38a9-a9ab-855b61f5551d.npy,16,8768,0.013230,0.995708,0.991453,1.000000,0.178304,0.967742,0.937500,1.000000,0.178304
AIOPS,f0932edd-6400-3e63-9559-0a9860a1baa9,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/f0932edd-6400-3e63-9559-0a9860a1baa9.npy,16,131779,0.024700,0.952669,0.989735,0.918280,0.045699,0.792952,0.810811,0.775862,0.046285
AIOPS,ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/AIOPS/ffb82d38-5f00-37db-abc0-5d2e4e4cb6aa.npy,16,131779,0.024898,0.950706,0.980253,0.922889,0.509800,0.680851,0.780488,0.603774,0.520122
NAB,Twitter_volume_AAPL,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_AAPL.npy,16,7935,0.050158,0.997494,0.995000,1.000000,0.929287,0.833333,0.714286,1.000000,0.929287
NAB,Twitter_volume_AMZN,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_AMZN.npy,16,7900,0.100253,1.000000,1.000000,1.000000,0.034035,1.000000,1.000000,1.000000,0.034035
NAB,Twitter_volume_CRM,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_CRM.npy,16,7935,0.041966,0.991071,0.982301,1.000000,0.016746,0.625000,0.454545,1.000000,0.016746
NAB,Twitter_volume_CVS,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_CVS.npy,16,7911,0.079510,1.000000,1.000000,1.000000,0.023080,1.000000,1.000000,1.000000,0.023080
NAB,Twitter_volume_FB,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_FB.npy,16,7901,0.100240,1.000000,1.000000,1.000000,0.697832,1.000000,1.000000,1.000000,0.697832
NAB,Twitter_volume_GOOG,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_GOOG.npy,16,7905,0.050348,1.000000,1.000000,1.000000,0.296833,1.000000,1.000000,1.000000,0.296833
NAB,Twitter_volume_IBM,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_IBM.npy,16,7931,0.100366,1.000000,1.000000,1.000000,1.283981,1.000000,1.000000,1.000000,1.283981
NAB,Twitter_volume_KO,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_KO.npy,16,7910,0.134008,1.000000,1.000000,1.000000,0.852080,1.000000,1.000000,1.000000,0.852080
NAB,Twitter_volume_PFE,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_PFE.npy,16,7913,0.050297,1.000000,1.000000,1.000000,0.120998,1.000000,1.000000,1.000000,0.120998
NAB,Twitter_volume_UPS,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/NAB/Twitter_volume_UPS.npy,16,7917,0.040167,0.995305,0.990654,1.000000,0.253264,0.769231,0.625000,1.000000,0.253264
TODS,0,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/0.npy,16,4984,0.051966,0.598450,0.500000,0.745174,0.004507,0.583871,0.483957,0.735772,0.004507
TODS,01,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/01.npy,16,4984,0.051966,0.604444,0.490385,0.787645,0.003569,0.592934,0.476543,0.784553,0.003569
TODS,012,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/012.npy,16,4984,0.040931,0.638202,0.589212,0.696078,0.010894,0.584699,0.519417,0.668750,0.010894
TODS,0123,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/0123.npy,16,4984,0.067817,0.832606,0.819484,0.846154,0.015125,0.580392,0.540146,0.627119,0.015125
TODS,01234,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/01234.npy,16,4984,0.053772,0.735849,0.744275,0.727612,0.035049,0.388889,0.385321,0.392523,0.035049
TODS,1,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/1.npy,16,4984,0.051966,0.575207,0.502890,0.671815,0.014251,0.573379,0.494118,0.682927,0.014251
TODS,12,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/12.npy,16,4984,0.045144,0.659039,0.679245,0.640000,0.019952,0.557143,0.534247,0.582090,0.019952
TODS,123,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/123.npy,16,4984,0.086075,0.537313,0.746888,0.419580,0.024798,0.510870,0.528090,0.494737,0.029144
TODS,1234,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/1234.npy,16,4984,0.064607,0.879518,0.853801,0.906832,0.008582,0.692308,0.557522,0.913043,0.008582
TODS,2,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/2.npy,16,4984,0.048555,0.804598,0.906736,0.723140,0.078000,0.697674,0.769231,0.638298,0.089728
TODS,23,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/23.npy,16,4984,0.102327,0.912621,0.903846,0.921569,0.084011,0.689655,0.833333,0.588235,0.099062
TODS,234,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/234.npy,16,4984,0.082263,0.592105,0.909091,0.439024,0.079087,0.666667,0.888889,0.533333,0.092288
TODS,3,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/3.npy,16,4984,0.080257,0.666667,1.000000,0.500000,0.675048,0.800000,1.000000,0.666667,0.675048
TODS,34,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/34.npy,16,4984,0.078250,0.912752,0.957746,0.871795,0.414975,0.561404,0.516129,0.615385,0.414975
TODS,4,TShape-faithful-reproduction,20260704,faithful local re-execution,Results/Scores/TShapeReproduction/naive/TODS/4.npy,16,4984,0.048555,0.642157,0.789157,0.541322,0.396070,0.597015,1.000000,0.425532,0.491673
UCR,1sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/1sddb40.npy,16,44779,0.013846,0.851648,0.741627,1.000000,0.002997,0.044248,0.022624,1.000000,0.002997
UCR,2sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/2sddb40.npy,16,44985,0.006669,0.996678,0.993377,1.000000,0.040599,0.833333,0.714286,1.000000,0.040599
UCR,3sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/3sddb40.npy,16,44984,0.006669,1.000000,1.000000,1.000000,0.112619,1.000000,1.000000,1.000000,0.112619
UCR,BIDMC1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/BIDMC1.npy,16,8484,0.023574,1.000000,1.000000,1.000000,0.053287,1.000000,1.000000,1.000000,0.053287
UCR,CHARISfive,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CHARISfive.npy,16,29571,0.002367,0.838323,0.721649,1.000000,0.161441,0.181818,0.100000,1.000000,0.161441
UCR,CHARISten,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CHARISten.npy,16,36689,0.001635,0.402685,0.252101,1.000000,0.115942,0.032609,0.016575,1.000000,0.115942
UCR,CIMIS44AirTemperature1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature1.npy,16,4168,0.000240,1.000000,1.000000,1.000000,0.296620,1.000000,1.000000,1.000000,0.296620
UCR,CIMIS44AirTemperature2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature2.npy,16,4168,0.005758,0.176471,0.096774,1.000000,0.008658,0.026087,0.013216,1.000000,0.008658
UCR,CIMIS44AirTemperature3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature3.npy,16,4168,0.005758,0.640000,0.470588,1.000000,0.040091,0.181818,0.100000,1.000000,0.040091
UCR,CIMIS44AirTemperature4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature4.npy,16,4168,0.011516,1.000000,1.000000,1.000000,0.817173,1.000000,1.000000,1.000000,0.817173
UCR,CIMIS44AirTemperature5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature5.npy,16,4168,0.011516,0.969697,0.941176,1.000000,0.098706,0.666667,0.500000,1.000000,0.098706
UCR,CIMIS44AirTemperature6,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/CIMIS44AirTemperature6.npy,16,4168,0.011516,0.864865,0.761905,1.000000,0.055263,0.285714,0.166667,1.000000,0.055263
UCR,DISTORTED1sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTED1sddb40.npy,16,44779,0.013846,0.806766,0.676118,1.000000,0.003323,0.032573,0.016556,1.000000,0.003323
UCR,DISTORTED2sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTED2sddb40.npy,16,44985,0.006669,0.998336,0.996678,1.000000,0.041446,0.909091,0.833333,1.000000,0.041446
UCR,DISTORTED3sddb40,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTED3sddb40.npy,16,44984,0.006669,1.000000,1.000000,1.000000,0.132417,1.000000,1.000000,1.000000,0.132417
UCR,DISTORTEDBIDMC1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDBIDMC1.npy,16,8484,0.023574,0.982801,0.966184,1.000000,0.064524,0.533333,0.363636,1.000000,0.064524
UCR,DISTORTEDCIMIS44AirTemperature1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature1.npy,16,4168,0.000240,1.000000,1.000000,1.000000,0.506884,1.000000,1.000000,1.000000,0.506884
UCR,DISTORTEDCIMIS44AirTemperature2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature2.npy,16,4168,0.005758,0.263736,0.151899,1.000000,0.012347,0.042857,0.021898,1.000000,0.012347
UCR,DISTORTEDCIMIS44AirTemperature3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature3.npy,16,4168,0.005758,0.857143,0.750000,1.000000,0.077706,0.428571,0.272727,1.000000,0.077706
UCR,DISTORTEDCIMIS44AirTemperature4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature4.npy,16,4168,0.011516,1.000000,1.000000,1.000000,0.810267,1.000000,1.000000,1.000000,0.810267
UCR,DISTORTEDCIMIS44AirTemperature5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature5.npy,16,4168,0.011516,0.969697,0.941176,1.000000,0.106135,0.666667,0.500000,1.000000,0.106135
UCR,DISTORTEDCIMIS44AirTemperature6,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDCIMIS44AirTemperature6.npy,16,4168,0.011516,0.905660,0.827586,1.000000,0.064340,0.375000,0.230769,1.000000,0.064340
UCR,DISTORTEDECG1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDECG1.npy,16,19984,0.015012,1.000000,1.000000,1.000000,0.413465,1.000000,1.000000,1.000000,0.413465
UCR,DISTORTEDECG2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDECG2.npy,16,14984,0.006674,1.000000,1.000000,1.000000,0.470853,1.000000,1.000000,1.000000,0.470853
UCR,DISTORTEDECG3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDECG3.npy,16,21984,0.004549,1.000000,1.000000,1.000000,0.204217,1.000000,1.000000,1.000000,0.204217
UCR,DISTORTEDECG4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDECG4.npy,16,24984,0.004003,1.000000,1.000000,1.000000,0.184386,1.000000,1.000000,1.000000,0.184386
UCR,DISTORTEDGP711MarkerLFM5z1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z1.npy,16,6984,0.006300,0.250712,0.143322,1.000000,0.028410,0.022305,0.011278,1.000000,0.028410
UCR,DISTORTEDGP711MarkerLFM5z2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z2.npy,16,6984,0.030498,0.832031,0.712375,1.000000,0.039648,0.085106,0.044444,1.000000,0.039648
UCR,DISTORTEDGP711MarkerLFM5z3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z3.npy,16,6984,0.006443,1.000000,1.000000,1.000000,0.255718,1.000000,1.000000,1.000000,0.255718
UCR,DISTORTEDGP711MarkerLFM5z4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z4.npy,16,7984,0.014780,0.979253,0.959350,1.000000,0.087566,0.615385,0.444444,1.000000,0.087566
UCR,DISTORTEDGP711MarkerLFM5z5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDGP711MarkerLFM5z5.npy,16,6984,0.014891,0.859504,0.753623,1.000000,0.064231,0.190476,0.105263,1.000000,0.064231
UCR,DISTORTEDInternalBleeding10,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding10.npy,16,4285,0.007001,1.000000,1.000000,1.000000,1.740278,1.000000,1.000000,1.000000,1.740278
UCR,DISTORTEDInternalBleeding14,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding14.npy,16,4685,0.005763,1.000000,1.000000,1.000000,6.590965,1.000000,1.000000,1.000000,6.590965
UCR,DISTORTEDInternalBleeding15,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding15.npy,16,5885,0.028887,0.936639,0.880829,1.000000,0.057064,0.258065,0.148148,1.000000,0.057064
UCR,DISTORTEDInternalBleeding16,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding16.npy,16,6285,0.001909,1.000000,1.000000,1.000000,5.412775,1.000000,1.000000,1.000000,5.412775
UCR,DISTORTEDInternalBleeding17,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding17.npy,16,5884,0.018865,1.000000,1.000000,1.000000,10.670208,1.000000,1.000000,1.000000,10.670208
UCR,DISTORTEDInternalBleeding18,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding18.npy,16,5184,0.019676,1.000000,1.000000,1.000000,2.431501,1.000000,1.000000,1.000000,2.431501
UCR,DISTORTEDInternalBleeding19,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding19.npy,16,4484,0.002230,1.000000,1.000000,1.000000,1.234892,1.000000,1.000000,1.000000,1.234892
UCR,DISTORTEDInternalBleeding20,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding20.npy,16,4784,0.033445,0.984615,0.969697,1.000000,0.122364,0.615385,0.444444,1.000000,0.122364
UCR,DISTORTEDInternalBleeding4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding4.npy,16,6305,0.056780,1.000000,1.000000,1.000000,0.434175,1.000000,1.000000,1.000000,0.434175
UCR,DISTORTEDInternalBleeding5,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding5.npy,16,3399,0.050015,1.000000,1.000000,1.000000,0.302684,1.000000,1.000000,1.000000,0.302684
UCR,DISTORTEDInternalBleeding6,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding6.npy,16,6138,0.025253,0.675381,0.509868,1.000000,0.036893,0.050955,0.026144,1.000000,0.036893
UCR,DISTORTEDInternalBleeding8,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding8.npy,16,4985,0.021866,0.717105,0.558974,1.000000,0.025783,0.085106,0.044444,1.000000,0.025783
UCR,DISTORTEDInternalBleeding9,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDInternalBleeding9.npy,16,3285,0.024962,0.546667,0.376147,1.000000,0.023914,0.055556,0.028571,1.000000,0.023914
UCR,DISTORTEDLab2Cmac011215EPG1,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG1.npy,16,24985,0.002001,1.000000,1.000000,1.000000,1.752659,1.000000,1.000000,1.000000,1.752659
UCR,DISTORTEDLab2Cmac011215EPG2,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG2.npy,16,24934,0.002807,0.992908,0.985915,1.000000,0.176462,0.857143,0.750000,1.000000,0.176462
UCR,DISTORTEDLab2Cmac011215EPG3,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG3.npy,16,24934,0.001203,1.000000,1.000000,1.000000,1.475585,1.000000,1.000000,1.000000,1.475585
UCR,DISTORTEDLab2Cmac011215EPG4,TShape-faithful-reproduction,stored,stored artifact replay,Results/Scores/TShape/naive/UCR/DISTORTEDLab2Cmac011215EPG4.npy,16,24050,0.005405,0.962963,0.928571,1.000000,0.100439,0.444444,0.285714,1.000000,0.100439
